policy_id,customer_age,region_code,region_density,subscription_length,property_age,property_value,property_type,coverage_amount,claim_date,claim_type,claim_amount,deductible_met,year,month,year_month
POL001477,47,C3,4076,6.2,31,193000,Single-Family,174000,2021-05-10,Theft,3804.53,True,2021,5,2021-05
POL057178,47,C14,7788,1.7,41,232000,Single-Family,216000,2021-05-15,Theft,935.82,False,2021,5,2021-05
POL017649,52,C3,4076,6.1,14,249000,Single-Family,227000,2021-05-05,Wind/Hail,7892.65,True,2021,5,2021-05
POL002419,41,C14,7788,9.2,37,373000,Single-Family,314000,2021-05-05,Liability,22992.96,True,2021,5,2021-05
POL031481,40,C8,8794,1.9,48,336000,Single-Family,282000,2021-05-06,Theft,1778.38,True,2021,5,2021-05
POL054005,49,C3,4076,10.6,20,238000,Condo,238000,2021-05-23,Theft,3029.31,True,2021,5,2021-05
POL012519,41,C9,17804,0.8,13,359000,Single-Family,295000,2021-05-23,Theft,2864.1,True,2021,5,2021-05
POL055050,41,C5,34738,10.6,35,308000,Single-Family,287000,2021-05-01,Wind/Hail,6932.39,True,2021,5,2021-05
POL030439,40,C13,5410,2.5,33,265000,Single-Family,212000,2021-05-06,Fire (Non-Wildfire),52226.61,True,2021,5,2021-05
POL045004,41,C8,8794,10.8,33,439000,Single-Family,418000,2021-06-02,Water Damage,6192.46,True,2021,6,2021-06
POL020360,37,C6,13051,2.4,10,476000,Single-Family,468000,2021-06-08,Theft,2643.35,True,2021,6,2021-06
POL019339,45,C11,6108,12.0,23,238000,Single-Family,236000,2021-06-11,Theft,4934.77,True,2021,6,2021-06
POL037741,40,C3,4076,11.3,2,295000,Townhouse,273000,2021-06-20,Fire (Non-Wildfire),25389.65,True,2021,6,2021-06
POL037123,39,C10,73430,0.9,22,576000,Condo,564000,2021-06-12,Fire (Non-Wildfire),33566.83,True,2021,6,2021-06
POL016761,38,C13,5410,10.3,42,321000,Condo,319000,2021-06-27,Theft,2343.75,True,2021,6,2021-06
POL030407,54,C2,27003,1.5,64,430000,Single-Family,396000,2021-06-17,Water Damage,4180.75,True,2021,6,2021-06
POL019213,59,C5,34738,3.4,20,429000,Single-Family,401000,2021-06-21,Liability,17711.66,True,2021,6,2021-06
POL020741,43,C13,5410,11.5,25,383000,Single-Family,317000,2021-06-12,Water Damage,12995.24,True,2021,6,2021-06
POL016012,44,C5,34738,0.9,5,197000,Single-Family,159000,2021-06-20,Theft,500.02,False,2021,6,2021-06
POL058499,43,C8,8794,2.4,22,345000,Single-Family,305000,2021-06-10,Theft,1277.15,True,2021,6,2021-06
POL047812,41,C2,27003,11.9,35,329000,Single-Family,301000,2021-06-21,Other,3484.93,True,2021,6,2021-06
POL050299,49,C7,6112,2.6,8,476000,Single-Family,469000,2021-06-03,Theft,2279.23,True,2021,6,2021-06
POL028778,59,C8,8794,12.1,37,296000,Single-Family,243000,2021-06-04,Theft,3363.11,True,2021,6,2021-06
POL032589,37,C2,27003,3.2,50,351000,Single-Family,339000,2021-06-24,Water Damage,1461.68,True,2021,6,2021-06
POL011840,48,C2,27003,0.8,21,399000,Single-Family,326000,2021-06-22,Liability,21732.8,True,2021,6,2021-06
POL019451,49,C8,8794,8.2,23,379000,Single-Family,357000,2021-06-05,Water Damage,6669.29,True,2021,6,2021-06
POL049648,41,C9,17804,2.4,18,440000,Single-Family,404000,2021-06-27,Liability,12241.49,True,2021,6,2021-06
POL032749,39,C9,17804,1.0,46,359000,Single-Family,312000,2021-06-16,Water Damage,9531.07,True,2021,6,2021-06
POL005405,49,C5,34738,8.2,2,484000,Single-Family,410000,2021-06-10,Fire (Non-Wildfire),41963.29,True,2021,6,2021-06
POL028950,39,C3,4076,6.8,40,216000,Single-Family,196000,2021-06-04,Water Damage,3473.87,True,2021,6,2021-06
POL006912,46,C10,73430,5.8,35,528000,Single-Family,502000,2021-06-12,Fire (Non-Wildfire),26528.87,True,2021,6,2021-06
POL053642,36,C8,8794,3.7,21,134000,Condo,128000,2021-06-15,Theft,1239.57,True,2021,6,2021-06
POL021645,48,C19,27742,10.3,13,403000,Townhouse,328000,2021-06-26,Fire (Non-Wildfire),35345.15,True,2021,6,2021-06
POL031586,61,C6,13051,2.5,13,215000,Single-Family,199000,2021-06-02,Theft,2145.04,True,2021,6,2021-06
POL027561,37,C9,17804,1.3,27,540000,Duplex,498000,2021-06-01,Water Damage,10079.8,True,2021,6,2021-06
POL023713,48,C5,34738,6.5,1,376000,Single-Family,313000,2021-06-27,Water Damage,7174.16,True,2021,6,2021-06
POL028012,60,C13,5410,12.5,11,311000,Single-Family,254000,2021-06-20,Theft,4630.6,True,2021,6,2021-06
POL011077,40,C22,16733,4.3,26,539000,Townhouse,509000,2021-06-13,Fire (Non-Wildfire),17613.65,True,2021,6,2021-06
POL044060,45,C10,73430,1.4,28,490000,Single-Family,441000,2021-06-18,Wind/Hail,7419.81,True,2021,6,2021-06
POL036775,37,C10,73430,4.9,48,443000,Condo,375000,2021-06-09,Liability,1337.12,True,2021,6,2021-06
POL026122,35,C14,7788,0.1,35,310000,Single-Family,302000,2021-06-15,Theft,3100.28,True,2021,6,2021-06
POL050824,49,C8,8794,11.0,22,291000,Townhouse,290000,2021-06-18,Theft,946.41,False,2021,6,2021-06
POL004593,39,C5,34738,1.1,11,536000,Single-Family,479000,2021-06-02,Liability,20776.32,True,2021,6,2021-06
POL023830,41,C8,8794,1.8,18,314000,Condo,255000,2021-06-22,Liability,8756.2,True,2021,6,2021-06
POL014420,53,C1,4990,0.6,5,328000,Single-Family,282000,2021-06-22,Theft,1504.39,True,2021,6,2021-06
POL026362,45,C2,27003,0.8,40,225000,Single-Family,186000,2021-06-20,Wind/Hail,6705.39,True,2021,6,2021-06
POL057811,39,C7,6112,0.1,26,266000,Single-Family,234000,2021-06-19,Theft,1159.56,True,2021,6,2021-06
POL038293,35,C2,27003,1.0,42,329000,Single-Family,317000,2021-06-04,Theft,1662.58,True,2021,6,2021-06
POL052659,47,C8,8794,2.6,25,100000,Single-Family,84000,2021-06-21,Liability,13168.46,True,2021,6,2021-06
POL023025,45,C5,34738,8.2,27,492000,Townhouse,432000,2021-06-24,Wind/Hail,4629.8,True,2021,6,2021-06
POL038279,40,C14,7788,10.0,47,193000,Townhouse,189000,2021-06-18,Theft,3442.81,True,2021,6,2021-06
POL044029,43,C5,34738,8.8,32,402000,Single-Family,371000,2021-06-14,Fire (Non-Wildfire),37545.12,True,2021,6,2021-06
POL053396,35,C8,8794,0.3,56,260000,Single-Family,233000,2021-06-13,Wind/Hail,7504.71,True,2021,6,2021-06
POL030173,45,C8,8794,10.6,19,422000,Single-Family,380000,2021-06-26,Wind/Hail,2869.36,True,2021,6,2021-06
POL005333,44,C8,8794,9.5,1,245000,Single-Family,234000,2021-06-22,Theft,1722.37,True,2021,6,2021-06
POL006709,51,C8,8794,6.6,44,128000,Single-Family,105000,2021-07-11,Theft,1433.58,True,2021,7,2021-07
POL004262,40,C3,4076,3.7,30,388000,Single-Family,367000,2021-07-12,Fire (Non-Wildfire),22689.04,True,2021,7,2021-07
POL058328,41,C2,27003,2.0,12,352000,Single-Family,307000,2021-07-20,Wind/Hail,8389.38,True,2021,7,2021-07
POL018479,42,C8,8794,5.6,19,292000,Condo,271000,2021-07-09,Wind/Hail,10411.98,True,2021,7,2021-07
POL005493,50,C14,7788,5.1,28,256000,Single-Family,250000,2021-07-21,Wind/Hail,4806.05,True,2021,7,2021-07
POL001998,43,C13,5410,12.4,29,294000,Duplex,287000,2021-07-13,Liability,12621.64,True,2021,7,2021-07
POL051370,36,C1,4990,0.7,33,203000,Condo,180000,2021-07-05,Wind/Hail,2980.78,True,2021,7,2021-07
POL002950,48,C8,8794,4.7,21,386000,Single-Family,333000,2021-07-05,Wind/Hail,5712.08,True,2021,7,2021-07
POL021679,40,C3,4076,7.3,18,385000,Single-Family,356000,2021-07-10,Water Damage,6456.53,True,2021,7,2021-07
POL034659,47,C3,4076,10.7,25,308000,Single-Family,291000,2021-07-05,Liability,18830.92,True,2021,7,2021-07
POL024503,43,C5,34738,0.9,17,389000,Single-Family,371000,2021-07-11,Wind/Hail,9432.16,True,2021,7,2021-07
POL023521,39,C11,6108,7.7,31,238000,Single-Family,192000,2021-07-23,Liability,8492.07,True,2021,7,2021-07
POL051355,37,C11,6108,5.0,2,154000,Single-Family,123000,2021-07-17,Water Damage,7717.94,True,2021,7,2021-07
POL037213,35,C2,27003,0.7,39,378000,Townhouse,361000,2021-07-26,Liability,8708.34,True,2021,7,2021-07
POL009299,37,C5,34738,0.4,25,419000,Condo,395000,2021-07-23,Water Damage,9291.54,True,2021,7,2021-07
POL052951,36,C8,8794,2.6,32,223000,Townhouse,200000,2021-07-07,Wind/Hail,7674.92,True,2021,7,2021-07
POL033346,37,C8,8794,10.9,25,378000,Single-Family,367000,2021-07-05,Liability,9065.52,True,2021,7,2021-07
POL031065,44,C13,5410,11.5,16,360000,Condo,327000,2021-07-03,Water Damage,6819.39,True,2021,7,2021-07
POL013685,40,C11,6108,11.0,24,441000,Single-Family,359000,2021-07-07,Water Damage,13289.55,True,2021,7,2021-07
POL043111,52,C8,8794,0.8,6,166000,Single-Family,153000,2021-07-05,Fire (Non-Wildfire),23280.07,True,2021,7,2021-07
POL044592,44,C8,8794,7.5,31,244000,Single-Family,213000,2021-07-04,Theft,1552.59,True,2021,7,2021-07
POL003766,44,C1,4990,1.0,69,278000,Single-Family,233000,2021-07-09,Theft,2912.69,True,2021,7,2021-07
POL054099,64,C5,34738,0.5,41,266000,Single-Family,232000,2021-07-20,Water Damage,5815.59,True,2021,7,2021-07
POL001082,42,C5,34738,0.6,21,439000,Single-Family,424000,2021-07-05,Water Damage,7168.51,True,2021,7,2021-07
POL020063,52,C8,8794,10.7,49,227000,Condo,192000,2021-07-12,Water Damage,8185.91,True,2021,7,2021-07
POL034098,50,C3,4076,3.3,22,272000,Single-Family,250000,2021-07-06,Water Damage,6898.45,True,2021,7,2021-07
POL033718,40,C5,34738,1.1,22,245000,Single-Family,208000,2021-07-11,Water Damage,12041.6,True,2021,7,2021-07
POL021901,42,C2,27003,2.7,26,582000,Single-Family,550000,2021-07-06,Water Damage,11391.5,True,2021,7,2021-07
POL018226,43,C8,8794,7.6,27,334000,Single-Family,279000,2021-07-18,Other,3477.35,True,2021,7,2021-07
POL052717,41,C21,3264,7.7,25,125000,Single-Family,123000,2021-07-11,Theft,2096.32,True,2021,7,2021-07
POL037048,36,C8,8794,2.3,41,205000,Single-Family,189000,2021-07-19,Theft,1952.86,True,2021,7,2021-07
POL042219,35,C5,34738,0.3,14,305000,Single-Family,278000,2021-07-08,Theft,3064.67,True,2021,7,2021-07
POL036327,45,C10,73430,7.8,3,671000,Single-Family,664000,2021-07-09,Wind/Hail,6070.92,True,2021,7,2021-07
POL023560,48,C14,7788,11.9,17,322000,Single-Family,267000,2021-07-06,Liability,17410.58,True,2021,7,2021-07
POL033170,45,C5,34738,9.4,37,398000,Single-Family,347000,2021-07-17,Water Damage,8980.59,True,2021,7,2021-07
POL006448,40,C17,65567,4.3,49,577000,Townhouse,570000,2021-07-12,Liability,12785.32,True,2021,7,2021-07
POL030139,61,C8,8794,4.4,7,302000,Single-Family,279000,2021-07-13,Water Damage,8074.9,True,2021,7,2021-07
POL002419,41,C14,7788,9.2,37,373000,Single-Family,314000,2021-07-28,Wind/Hail,6242.14,True,2021,7,2021-07
POL026558,45,C3,4076,6.2,36,370000,Duplex,320000,2021-07-02,Liability,12231.02,True,2021,7,2021-07
POL005293,38,C3,4076,12.2,7,436000,Single-Family,390000,2021-07-19,Fire (Non-Wildfire),27152.01,True,2021,7,2021-07
POL025797,47,C2,27003,12.2,13,465000,Single-Family,403000,2021-08-05,Liability,9463.87,True,2021,8,2021-08
POL040082,36,C8,8794,10.1,8,358000,Single-Family,324000,2021-08-15,Liability,12437.26,True,2021,8,2021-08
POL048621,54,C14,7788,2.6,28,287000,Single-Family,239000,2021-08-26,Theft,2426.78,True,2021,8,2021-08
POL037745,46,C2,27003,0.1,29,517000,Condo,498000,2021-08-13,Water Damage,9014.9,True,2021,8,2021-08
POL007543,37,C2,27003,1.0,35,528000,Single-Family,526000,2021-08-09,Wind/Hail,6832.39,True,2021,8,2021-08
POL030326,43,C1,4990,6.2,28,241000,Single-Family,211000,2021-08-18,Fire (Non-Wildfire),31548.87,True,2021,8,2021-08
POL028842,37,C10,73430,4.5,26,630000,Condo,524000,2021-08-13,Liability,10866.23,True,2021,8,2021-08
POL023669,35,C18,35036,5.1,24,597000,Condo,550000,2021-08-03,Water Damage,9666.34,True,2021,8,2021-08
POL028620,45,C3,4076,5.3,22,398000,Single-Family,382000,2021-08-02,Other,3973.08,True,2021,8,2021-08
POL045286,38,C5,34738,5.1,37,520000,Single-Family,418000,2021-08-20,Water Damage,8125.45,True,2021,8,2021-08
POL024018,36,C6,13051,2.6,29,478000,Townhouse,442000,2021-08-02,Other,4602.97,True,2021,8,2021-08
POL014299,46,C3,4076,3.0,37,334000,Single-Family,316000,2021-08-26,Theft,2036.03,True,2021,8,2021-08
POL052664,44,C17,65567,11.7,16,835000,Single-Family,727000,2021-08-01,Theft,3798.89,True,2021,8,2021-08
POL041861,35,C12,34791,1.5,6,486000,Condo,406000,2021-08-05,Theft,3349.62,True,2021,8,2021-08
POL042568,49,C1,4990,11.8,17,456000,Condo,368000,2021-08-02,Water Damage,5552.05,True,2021,8,2021-08
POL000767,46,C14,7788,5.4,33,476000,Single-Family,411000,2021-08-26,Liability,8723.4,True,2021,8,2021-08
POL038962,46,C3,4076,6.5,28,355000,Single-Family,320000,2021-08-10,Theft,1690.6,True,2021,8,2021-08
POL042291,40,C4,21622,0.9,4,253000,Condo,232000,2021-08-13,Water Damage,9186.06,True,2021,8,2021-08
POL016905,44,C4,21622,5.0,32,253000,Duplex,212000,2021-08-16,Liability,8522.99,True,2021,8,2021-08
POL029650,61,C5,34738,1.2,38,408000,Single-Family,404000,2021-08-27,Liability,18590.76,True,2021,8,2021-08
POL030318,44,C14,7788,7.8,29,344000,Duplex,281000,2021-08-13,Water Damage,7499.01,True,2021,8,2021-08
POL023116,35,C10,73430,3.7,21,524000,Condo,423000,2021-08-27,Water Damage,4947.83,True,2021,8,2021-08
POL036517,44,C7,6112,11.3,27,262000,Single-Family,254000,2021-08-24,Water Damage,10619.56,True,2021,8,2021-08
POL045951,40,C8,8794,4.9,33,270000,Condo,236000,2021-08-26,Water Damage,773.49,False,2021,8,2021-08
POL010460,46,C9,17804,0.4,16,511000,Single-Family,482000,2021-08-21,Theft,1130.92,True,2021,8,2021-08
POL028771,40,C10,73430,10.9,30,388000,Townhouse,381000,2021-08-05,Wind/Hail,2969.03,True,2021,8,2021-08
POL037448,45,C3,4076,4.3,14,305000,Condo,303000,2021-08-26,Liability,14301.25,True,2021,8,2021-08
POL034905,47,C3,4076,7.9,32,390000,Single-Family,352000,2021-08-14,Wind/Hail,7056.89,True,2021,8,2021-08
POL052890,39,C2,27003,3.2,41,622000,Townhouse,610000,2021-08-18,Liability,12980.66,True,2021,8,2021-08
POL003950,38,C8,8794,10.3,25,228000,Condo,197000,2021-08-19,Water Damage,7185.9,True,2021,8,2021-08
POL050179,40,C3,4076,3.4,17,210000,Condo,193000,2021-08-11,Theft,4017.43,True,2021,8,2021-08
POL011967,41,C13,5410,0.8,51,242000,Single-Family,225000,2021-08-07,Liability,14020.11,True,2021,8,2021-08
POL001337,40,C8,8794,1.7,32,363000,Single-Family,361000,2021-08-28,Theft,2094.37,True,2021,8,2021-08
POL039699,43,C8,8794,11.6,23,441000,Townhouse,382000,2021-08-09,Water Damage,7717.61,True,2021,8,2021-08
POL039577,55,C3,4076,7.8,36,283000,Townhouse,264000,2021-08-23,Water Damage,7734.1,True,2021,8,2021-08
POL031610,50,C19,27742,7.3,44,399000,Duplex,336000,2021-08-18,Theft,3784.77,True,2021,8,2021-08
POL044364,56,C14,7788,10.2,65,381000,Single-Family,315000,2021-08-09,Wind/Hail,6474.82,True,2021,8,2021-08
POL032373,37,C8,8794,10.3,1,216000,Single-Family,177000,2021-08-15,Wind/Hail,6203.37,True,2021,8,2021-08
POL017293,48,C2,27003,0.2,37,549000,Single-Family,462000,2021-08-09,Fire (Non-Wildfire),743.05,False,2021,8,2021-08
POL000025,45,C8,8794,0.2,15,495000,Townhouse,448000,2021-08-01,Theft,1388.85,True,2021,8,2021-08
POL013430,53,C11,6108,10.6,34,208000,Townhouse,191000,2021-08-16,Theft,1708.81,True,2021,8,2021-08
POL051912,52,C5,34738,11.4,35,229000,Single-Family,202000,2021-08-03,Wind/Hail,2385.55,True,2021,8,2021-08
POL013388,43,C8,8794,12.0,32,273000,Single-Family,220000,2021-08-15,Theft,2430.38,True,2021,8,2021-08
POL046271,44,C3,4076,7.2,24,287000,Single-Family,264000,2021-08-18,Water Damage,9304.1,True,2021,8,2021-08
POL014434,47,C8,8794,10.9,38,507000,Single-Family,419000,2021-08-04,Other,2853.03,True,2021,8,2021-08
POL052844,50,C5,34738,1.7,17,516000,Townhouse,456000,2021-09-25,Theft,1847.98,True,2021,9,2021-09
POL028277,45,C7,6112,8.2,18,185000,Condo,170000,2021-09-18,Theft,1841.61,True,2021,9,2021-09
POL008777,35,C14,7788,1.8,36,220000,Single-Family,217000,2021-09-16,Water Damage,14903.38,True,2021,9,2021-09
POL019594,50,C2,27003,3.2,43,361000,Condo,331000,2021-09-04,Fire (Non-Wildfire),19767.15,True,2021,9,2021-09
POL015186,39,C8,8794,12.4,1,427000,Single-Family,351000,2021-09-21,Water Damage,14422.17,True,2021,9,2021-09
POL013620,40,C8,8794,0.6,19,239000,Single-Family,220000,2021-09-24,Theft,2095.6,True,2021,9,2021-09
POL054987,41,C8,8794,10.1,14,211000,Condo,189000,2021-09-25,Water Damage,10838.93,True,2021,9,2021-09
POL033931,39,C10,73430,8.0,37,396000,Single-Family,364000,2021-09-22,Theft,3664.85,True,2021,9,2021-09
POL034418,48,C5,34738,11.8,37,444000,Single-Family,358000,2021-09-01,Liability,12219.48,True,2021,9,2021-09
POL022291,40,C7,6112,2.6,22,103000,Single-Family,86000,2021-09-04,Theft,2077.28,True,2021,9,2021-09
POL018129,44,C3,4076,9.7,48,134000,Single-Family,134000,2021-09-05,Fire (Non-Wildfire),32086.32,True,2021,9,2021-09
POL049717,49,C3,4076,6.3,28,342000,Single-Family,327000,2021-09-27,Liability,10031.95,True,2021,9,2021-09
POL023911,54,C8,8794,5.8,34,365000,Single-Family,301000,2021-09-06,Theft,2331.13,True,2021,9,2021-09
POL032340,50,C8,8794,8.7,23,338000,Townhouse,280000,2021-09-01,Theft,3362.28,True,2021,9,2021-09
POL008912,43,C8,8794,7.1,33,384000,Single-Family,358000,2021-09-07,Water Damage,6237.8,True,2021,9,2021-09
POL043130,40,C14,7788,12.1,15,275000,Single-Family,236000,2021-09-06,Wind/Hail,9317.32,True,2021,9,2021-09
POL014766,48,C3,4076,2.7,21,342000,Single-Family,291000,2021-09-13,Theft,2871.66,True,2021,9,2021-09
POL005154,54,C2,27003,10.4,27,313000,Condo,259000,2021-09-14,Theft,2488.87,True,2021,9,2021-09
POL046775,44,C20,20905,2.4,38,309000,Duplex,277000,2021-09-27,Theft,2872.97,True,2021,9,2021-09
POL016731,41,C5,34738,0.1,36,578000,Single-Family,562000,2021-09-21,Liability,6398.11,True,2021,9,2021-09
POL039905,47,C14,7788,0.1,9,303000,Condo,275000,2021-09-20,Water Damage,11947.23,True,2021,9,2021-09
POL012328,35,C15,290,0.9,31,185000,Single-Family,156000,2021-09-23,Other,3487.33,True,2021,9,2021-09
POL029027,62,C8,8794,10.3,25,100000,Condo,84000,2021-09-08,Theft,4720.48,True,2021,9,2021-09
POL035195,43,C8,8794,11.8,1,560000,Single-Family,470000,2021-09-13,Water Damage,10587.85,True,2021,9,2021-09
POL043908,43,C2,27003,1.1,46,369000,Single-Family,298000,2021-09-02,Water Damage,7157.96,True,2021,9,2021-09
POL048839,37,C13,5410,3.2,24,290000,Townhouse,247000,2021-09-11,Wind/Hail,2982.45,True,2021,9,2021-09
POL005644,53,C6,13051,6.2,13,286000,Townhouse,257000,2021-09-27,Liability,8695.57,True,2021,9,2021-09
POL020000,56,C5,34738,1.2,28,233000,Condo,225000,2021-09-05,Water Damage,11871.6,True,2021,9,2021-09
POL018309,45,C8,8794,10.8,50,398000,Single-Family,334000,2021-09-21,Theft,2744.74,True,2021,9,2021-09
POL051967,47,C14,7788,7.0,67,169000,Single-Family,149000,2021-09-07,Theft,963.39,False,2021,9,2021-09
POL039700,40,C1,4990,5.4,13,442000,Single-Family,387000,2021-09-23,Theft,834.11,False,2021,9,2021-09
POL017123,37,C8,8794,10.2,10,309000,Single-Family,253000,2021-09-22,Theft,3938.59,True,2021,9,2021-09
POL025625,39,C10,73430,2.4,21,608000,Single-Family,548000,2021-09-24,Liability,11283.3,True,2021,9,2021-09
POL040366,57,C9,17804,0.4,27,407000,Single-Family,333000,2021-09-08,Wind/Hail,5809.72,True,2021,9,2021-09
POL053420,35,C8,8794,4.1,30,408000,Single-Family,380000,2021-09-08,Theft,2273.94,True,2021,9,2021-09
POL039608,39,C8,8794,7.9,2,300000,Condo,265000,2021-09-11,Water Damage,9317.42,True,2021,9,2021-09
POL006076,56,C5,34738,1.9,19,419000,Single-Family,392000,2021-09-16,Water Damage,10807.12,True,2021,9,2021-09
POL005062,49,C2,27003,6.0,6,213000,Single-Family,201000,2021-09-05,Theft,1982.45,True,2021,9,2021-09
POL012991,46,C10,73430,6.2,40,353000,Single-Family,287000,2021-10-10,Wind/Hail,500.0,False,2021,10,2021-10
POL039149,57,C19,27742,12.3,34,490000,Single-Family,415000,2021-10-25,Liability,11736.6,True,2021,10,2021-10
POL032102,50,C10,73430,5.7,12,634000,Townhouse,526000,2021-10-17,Wind/Hail,9300.75,True,2021,10,2021-10
POL057686,48,C5,34738,1.9,32,453000,Single-Family,384000,2021-10-08,Water Damage,12059.95,True,2021,10,2021-10
POL054878,40,C7,6112,1.1,21,250000,Single-Family,248000,2021-10-01,Water Damage,8716.04,True,2021,10,2021-10
POL034155,42,C13,5410,8.6,21,348000,Single-Family,319000,2021-10-25,Wind/Hail,4937.03,True,2021,10,2021-10
POL010193,44,C5,34738,2.5,28,457000,Single-Family,434000,2021-10-08,Water Damage,8907.81,True,2021,10,2021-10
POL006141,49,C19,27742,3.0,39,347000,Single-Family,285000,2021-10-27,Water Damage,9347.45,True,2021,10,2021-10
POL035900,44,C3,4076,1.4,10,297000,Townhouse,269000,2021-10-03,Wind/Hail,4156.38,True,2021,10,2021-10
POL001719,36,C2,27003,9.2,13,356000,Single-Family,306000,2021-10-15,Water Damage,8414.92,True,2021,10,2021-10
POL018132,61,C3,4076,2.0,24,233000,Single-Family,225000,2021-10-05,Theft,2555.21,True,2021,10,2021-10
POL014181,35,C12,34791,3.2,32,654000,Townhouse,634000,2021-10-20,Water Damage,10576.49,True,2021,10,2021-10
POL038552,35,C2,27003,7.7,36,383000,Single-Family,368000,2021-10-24,Water Damage,11123.34,True,2021,10,2021-10
POL051657,39,C8,8794,3.3,57,283000,Single-Family,276000,2021-10-16,Wind/Hail,5680.61,True,2021,10,2021-10
POL035748,49,C3,4076,0.1,16,185000,Single-Family,181000,2021-10-06,Water Damage,9748.5,True,2021,10,2021-10
POL002385,36,C1,4990,5.8,32,287000,Single-Family,244000,2021-10-08,Liability,7114.35,True,2021,10,2021-10
POL009796,53,C14,7788,10.3,27,273000,Single-Family,264000,2021-10-26,Theft,679.37,False,2021,10,2021-10
POL024621,47,C3,4076,0.3,67,105000,Single-Family,96000,2021-10-25,Theft,3242.01,True,2021,10,2021-10
POL018904,42,C5,34738,4.4,9,319000,Townhouse,308000,2021-10-10,Water Damage,4844.22,True,2021,10,2021-10
POL050932,42,C5,34738,2.6,5,379000,Townhouse,354000,2021-10-15,Water Damage,5525.22,True,2021,10,2021-10
POL050336,56,C14,7788,12.4,39,293000,Single-Family,243000,2021-10-10,Theft,3243.84,True,2021,10,2021-10
POL045553,52,C5,34738,10.4,20,425000,Single-Family,399000,2021-10-18,Other,500.0,False,2021,10,2021-10
POL024243,54,C2,27003,1.7,6,301000,Single-Family,283000,2021-10-28,Wind/Hail,7235.19,True,2021,10,2021-10
